mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model,param_max_depth,param_min_samples_split,param_n_estimators,param_kernel,param_n_neighbors,param_weights,param_alpha,param_hidden_layer_sizes
0.29940094947814944,0.00417193718768754,0.00866560935974121,0.0002546879797580881,,,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.8279177172886588,0.9000048680324427,0.8176914382919745,0.9048739334805148,0.9376393549959334,0.877625462417905,0.04670745432377734,36,RandomForestClassifier,5,5,50,,,,,
0.593640661239624,0.014419086497390661,0.014306402206420899,0.0006713826649445913,,,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.83808849432819,0.8944697894019121,0.8281916925573641,0.9015811265055849,0.9598904168871223,0.8844443039360346,0.04774832850970495,33,RandomForestClassifier,5,5,100,,,,,
1.5283941745758056,0.4145032080650968,0.024721622467041016,0.0009730626513003511,,,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.8321293398582513,0.8938238572534742,0.8373334836021403,0.9106713409495958,0.9423338897389532,0.883258382280483,0.04260584571043171,34,RandomForestClassifier,5,5,200,,,,,
0.30928449630737304,0.03776620133836686,0.010104894638061523,0.0028063749413873677,,,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.8374185999186,0.9156608634529885,0.8224567253979019,0.9156809201286592,0.9329445193151823,0.8848323256426663,0.04550954756575156,32,RandomForestClassifier,5,10,50,,,,,
1.0755112171173096,0.061098569703074104,0.02761983871459961,0.010328313980714939,,,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.8251375435585961,0.8982340003972348,0.8331980078968031,0.9068485309682494,0.9376050965594557,0.8802046358760679,0.04375334443826526,35,RandomForestClassifier,5,10,100,,,,,
1.5168011665344239,0.3354661003304031,0.029943275451660156,0.010707681155548121,,,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.840813980348864,0.902469066458357,0.8369990443474632,0.911015197634916,0.9373946114165207,0.8857383800412242,0.03995228190514135,31,RandomForestClassifier,5,10,200,,,,,
0.3850409507751465,0.029234078167541637,0.009456300735473632,0.00011358633443653467,,,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.907602122570477,0.9349215622633343,0.8978169782437376,0.9650996264009963,0.9868374868374868,0.9384555552632066,0.033664922953332864,14,RandomForestClassifier,10,2,50,,,,,
0.7490831851959229,0.016321738674986503,0.015641117095947267,0.0003830458624226353,,,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9079929397717539,0.9480212052363951,0.8940267086228971,0.9692334739803096,0.982439174219996,0.9403427003662703,0.034226970212598,11,RandomForestClassifier,10,2,100,,,,,
1.4473188877105714,0.010862964004507748,0.028022575378417968,0.0011150242732758486,,,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9079929397717539,0.9565546315546315,0.8995577548016572,0.9781704781704782,0.982439174219996,0.9449429957037033,0.0348424620446117,5,RandomForestClassifier,10,2,200,,,,,
0.364716625213623,0.011337398584229535,0.00930180549621582,0.00024137417820650441,,,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.8942328969996597,0.9441560750540964,0.8991720762514217,0.9561371137580604,0.9737797050342113,0.93349557341949,0.03152382312300155,22,RandomForestClassifier,10,5,50,,,,,
1.20425386428833,0.2365296572726081,0.03382086753845215,0.0037518975516027163,,,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9038904895533809,0.952303364708428,0.9080387498680181,0.9519076171441262,0.9823945613419297,0.9397069565231767,0.029716836449633667,12,RandomForestClassifier,10,5,100,,,,,
1.9809086322784424,0.5697575539385653,0.03434629440307617,0.011048484464082676,,,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.9038418831889851,0.9521313796890354,0.9181275720164609,0.9563520615885706,0.982439174219996,0.9425784141406096,0.02817167094668951,8,RandomForestClassifier,10,5,200,,,,,
0.3745849132537842,0.012666574899381737,0.00954265594482422,0.0006758991437654287,,,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.8983019059847471,0.9432541076376694,0.9000088654990616,0.964957264957265,0.9734329597343295,0.9359910207626145,0.031650843267786846,20,RandomForestClassifier,10,10,50,,,,,
0.7809416294097901,0.017076125778414428,0.016600704193115233,0.0015206875601649508,,,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.8991434690485324,0.9483043407199773,0.8907336583392921,0.9650005344449788,0.9780277153694875,0.9362419435844537,0.03511668986523784,19,RandomForestClassifier,10,10,100,,,,,
1.5823371410369873,0.023709142548042378,0.0357114315032959,0.005265972158609729,,,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9037165699057771,0.9564562742038033,0.8868035040336523,0.9694444567862289,0.9735984086336199,0.9380038427126163,0.03575771055797254,15,RandomForestClassifier,10,10,200,,,,,
0.5360453605651856,0.14717230229558978,0.01643819808959961,0.006717927371876075,,,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 50}",0.9121443624868282,0.9225011608422667,0.8747689644675362,0.9650140646976091,0.982328174108996,0.9313513453206472,0.03842034754412095,25,RandomForestClassifier,15,2,50,,,,,
1.3681409358978271,0.17360690540591014,0.03203272819519043,0.012629527963004568,,,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 100}",0.9123010072377161,0.9521313796890354,0.9028511067083524,0.9650140646976091,0.982439174219996,0.9429473465105417,0.030586917235655334,7,RandomForestClassifier,15,2,100,,,,,
1.7562759399414063,0.3502458709434455,0.03153724670410156,0.0057758126376743196,,,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 200}",0.9165978636864712,0.9521313796890354,0.9131866281866281,0.9781704781704782,0.982439174219996,0.9485051047905217,0.02936042281694184,1,RandomForestClassifier,15,2,200,,,,,
0.367644739151001,0.011519937990499971,0.00934615135192871,0.00015032934051075592,,,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 50}",0.907864056641584,0.9396410951288999,0.9040449734189911,0.9514841464841464,0.9691015132873986,0.9344271569922039,0.025096264283040768,21,RandomForestClassifier,15,5,50,,,,,
0.7248659610748291,0.009086689349379963,0.01610560417175293,0.0008769852769721764,,,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 100}",0.907864056641584,0.9526462877562144,0.9031411969959041,0.9562542720437457,0.982439174219996,0.9404689975314888,0.03038224443048145,10,RandomForestClassifier,15,5,100,,,,,
1.5115955829620362,0.06133335795966926,0.033236455917358396,0.010390627985019718,,,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 200}",0.9124106022840199,0.9610213134263766,0.9170534763140803,0.9651304251304252,0.982439174219996,0.9476109982749797,0.027830194881715557,3,RandomForestClassifier,15,5,200,,,,,
0.49716753959655763,0.15472375389287502,0.013187599182128907,0.0044213938349949794,,,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 50}",0.8945104915041625,0.9395707070707071,0.8781520182179693,0.9694444567862289,0.9735912235912236,0.9310537794340583,0.03870355165057002,26,RandomForestClassifier,15,10,50,,,,,
1.380234146118164,0.11470379969084282,0.026777172088623048,0.007850698142700518,,,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 100}",0.8860910959645136,0.9396410951288999,0.8867774185495704,0.9737576350590049,0.9780277153694875,0.9328589920142953,0.040173765093656874,23,RandomForestClassifier,15,10,100,,,,,
1.6028135776519776,0.35830395518039543,0.025940132141113282,0.004006528390432387,,,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 200}",0.8993306049934965,0.9564562742038033,0.8856360831020486,0.9738483738483739,0.9735984086336199,0.9377739489562684,0.03776250275073843,16,RandomForestClassifier,15,10,200,,,,,
0.04485440254211426,0.0023335469300588964,0.01246647834777832,0.0013054236286192792,0.01,,"{'C': 0.01, 'kernel': 'linear'}",0.8808175580643934,0.8883341175812861,0.8673940612753631,0.9562430551904235,0.9519240394240395,0.9089425663071011,0.037487986869963234,6,SVC,,,,linear,,,,
0.16835932731628417,0.01008396433779154,0.04066276550292969,0.0008217841383282467,0.01,,"{'C': 0.01, 'kernel': 'rbf'}",0.311142035001651,0.33146373082268193,0.440261257676988,0.4743725693808157,0.398012749992948,0.3910504685750169,0.062207209680851965,11,SVC,,,,rbf,,,,
0.13214893341064454,0.0037612002744453394,0.02371249198913574,0.002540961863154869,0.01,,"{'C': 0.01, 'kernel': 'poly'}",0.1757233541210914,0.27938656575044574,0.30746493441542205,0.3084567901234567,0.10585878626248683,0.23537808613458058,0.0810033246735187,12,SVC,,,,poly,,,,
0.0412907600402832,0.0033161973307060198,0.01018986701965332,0.0013848594801459176,0.1,,"{'C': 0.1, 'kernel': 'linear'}",0.9020565442787665,0.9113530260589083,0.9255570148991201,0.9607414807414808,0.9559851137807157,0.9311386359517984,0.02350348394869522,4,SVC,,,,linear,,,,
0.11049442291259766,0.010001251140078141,0.03742532730102539,0.0025307022682231946,0.1,,"{'C': 0.1, 'kernel': 'rbf'}",0.768942934600612,0.8401608750230171,0.7619771618449117,0.8643021023855151,0.839987799660232,0.8150741747028576,0.04152301577006914,8,SVC,,,,rbf,,,,
0.12161951065063477,0.007317120214395237,0.021221685409545898,0.0012681094059802502,0.1,,"{'C': 0.1, 'kernel': 'poly'}",0.4330742153758124,0.4108886466800878,0.36344627466764234,0.4185314685314685,0.36302384696494094,0.39779289044399035,0.029103043624908478,10,SVC,,,,poly,,,,
0.04763164520263672,0.005328391392040465,0.008400726318359374,0.0011232582450871778,1,,"{'C': 1, 'kernel': 'linear'}",0.8944933652335719,0.9257091068354386,0.9200894745198541,0.9650495473280283,0.9515442365496555,0.9313771460933097,0.024740629060209577,3,SVC,,,,linear,,,,
0.053447389602661134,0.0035290444339133296,0.023587942123413086,0.0017302074888337958,1,,"{'C': 1, 'kernel': 'rbf'}",0.890658385495161,0.9028509830588244,0.9038389502430598,0.973968253968254,0.9562126800140498,0.9255058505558698,0.03313172899656665,5,SVC,,,,rbf,,,,
0.10158801078796387,0.007008698622896507,0.019738531112670897,0.0029235826824674117,1,,"{'C': 1, 'kernel': 'poly'}",0.7040694887858403,0.7255345008769667,0.6103194203096697,0.6761537312678865,0.6710085778673576,0.6774171438215442,0.03891117569912458,9,SVC,,,,poly,,,,
0.2333242416381836,0.2741314361865355,0.00653386116027832,0.0011717111087507965,10,,"{'C': 10, 'kernel': 'linear'}",0.9020415988708672,0.9337448559670781,0.9109774502758702,0.9693376068376068,0.9647036356764427,0.936161029525573,0.027274719997525662,2,SVC,,,,linear,,,,
0.04385533332824707,0.00146727018416372,0.018277072906494142,0.000455107997434227,10,,"{'C': 10, 'kernel': 'rbf'}",0.9386370340001253,0.9301948051948052,0.9348353019239095,0.982497374902438,0.9735888800422199,0.9519506792126997,0.02165557524318651,1,SVC,,,,rbf,,,,
0.06358776092529297,0.007689738842185002,0.01416916847229004,0.0019207100728275658,10,,"{'C': 10, 'kernel': 'poly'}",0.8948480063042186,0.8945112320112321,0.8552368435347159,0.9389423208118063,0.939187239187239,0.9045451283698425,0.0316520548958427,7,SVC,,,,poly,,,,
0.0019678592681884764,0.0009158017993858961,0.05431551933288574,0.026562755675834465,,,"{'n_neighbors': 3, 'weights': 'uniform'}",0.9066841433498106,0.9192734389640155,0.9029841021290977,0.9300098440671393,0.9511787860522039,0.9220260629124535,0.017430833215493907,3,KNeighborsClassifier,,,,,3,uniform,,
0.0013163566589355468,7.319433293027538e-05,0.007870006561279296,0.0016001150662386758,,,"{'n_neighbors': 3, 'weights': 'distance'}",0.9147396789382372,0.9243380511488984,0.902361895430853,0.9476774592307327,0.9644055052949123,0.9307045180087268,0.02246129791087341,1,KNeighborsClassifier,,,,,3,distance,,
0.0019254207611083985,0.0012963074575837801,0.03252887725830078,0.003496474615941564,,,"{'n_neighbors': 5, 'weights': 'uniform'}",0.8708234342491581,0.8907795485932121,0.863688984503292,0.916696911533687,0.9511391804862823,0.8986256118731262,0.03206036955967969,6,KNeighborsClassifier,,,,,5,uniform,,
0.0012512683868408203,5.9344946636211435e-05,0.0088409423828125,0.0017739431773331773,,,"{'n_neighbors': 5, 'weights': 'distance'}",0.9106172473199332,0.9236031719727101,0.8894950135259281,0.9388849101810415,0.9644055052949123,0.925401169658905,0.025354284294866785,2,KNeighborsClassifier,,,,,5,distance,,
0.001504802703857422,0.00037458636693434824,0.02935314178466797,0.001285829190724949,,,"{'n_neighbors': 7, 'weights': 'uniform'}",0.8437458033019015,0.9068805588265252,0.8732204978631826,0.9294464351093265,0.9328220692377921,0.8972230728677456,0.03416092100286049,7,KNeighborsClassifier,,,,,7,uniform,,
0.0012358665466308595,4.9339306452218666e-05,0.008041095733642579,0.0003874055678539155,,,"{'n_neighbors': 7, 'weights': 'distance'}",0.8826772306617775,0.9114206070817326,0.8900508274372895,0.9475206649890193,0.9553359230834522,0.917401050650654,0.02944754592188065,4,KNeighborsClassifier,,,,,7,distance,,
0.0013182640075683593,3.0762982129652095e-05,0.032061195373535155,0.0015603866673740818,,,"{'n_neighbors': 9, 'weights': 'uniform'}",0.8390065637797036,0.9073852058828963,0.8677855899322725,0.9199927605287543,0.9242865851034936,0.891691341045424,0.03303600570691291,8,KNeighborsClassifier,,,,,9,uniform,,
0.0012857913970947266,0.00013283548423019125,0.00823979377746582,0.001501103060846517,,,"{'n_neighbors': 9, 'weights': 'distance'}",0.8787894555921093,0.9157175454643808,0.8844869481642661,0.938056037824115,0.9553359230834522,0.9144771820256647,0.029664678013115904,5,KNeighborsClassifier,,,,,9,distance,,
3.0938776969909667,0.48907305528373424,0.006922721862792969,0.0031239725073392488,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (16,)}",0.9021356313022979,0.9430401586428004,0.9243731382772479,0.9692084510016491,0.9732617177061621,0.9424038193860316,0.026898830923398072,9,MLPClassifier,,,,,,,0.0001,"(16,)"
3.026896858215332,0.5949966421818412,0.0057255268096923825,0.003922724047312868,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,)}",0.9143743308772593,0.948335765408936,0.9332649806334018,0.969543316765539,0.9912219912219912,0.9513480769814254,0.026922578194453737,1,MLPClassifier,,,,,,,0.0001,"(32,)"
2.8819138050079345,0.6254852940590541,0.0061110973358154295,0.003060515494014712,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,)}",0.911226996430468,0.9341955022314959,0.9332907299830119,0.9779683273328068,0.9732617177061621,0.9459886547367888,0.025593780691218652,5,MLPClassifier,,,,,,,0.0001,"(64,)"
2.2363842487335206,0.31468305849490685,0.0033845901489257812,0.0002832585307042531,,,"{'alpha': 0.001, 'hidden_layer_sizes': (16,)}",0.9023361743110602,0.9430401586428004,0.9243731382772479,0.9692084510016491,0.9732617177061621,0.942443927987784,0.02683884010919637,7,MLPClassifier,,,,,,,0.001,"(16,)"
2.0093188285827637,0.2818479356051903,0.00382232666015625,0.0006625181207452582,,,"{'alpha': 0.001, 'hidden_layer_sizes': (32,)}",0.9143743308772593,0.948335765408936,0.9332649806334018,0.969543316765539,0.9912219912219912,0.9513480769814254,0.026922578194453737,1,MLPClassifier,,,,,,,0.001,"(32,)"
3.016644811630249,0.3609358957036008,0.005011224746704101,0.0024345720159597455,,,"{'alpha': 0.001, 'hidden_layer_sizes': (64,)}",0.911226996430468,0.9341955022314959,0.9332907299830119,0.9779683273328068,0.9732617177061621,0.9459886547367888,0.025593780691218652,5,MLPClassifier,,,,,,,0.001,"(64,)"
2.4065865993499758,0.31301834580131294,0.005257081985473633,0.003690445170808091,,,"{'alpha': 0.01, 'hidden_layer_sizes': (16,)}",0.9023361743110602,0.9430401586428004,0.9243731382772479,0.9692084510016491,0.9732617177061621,0.942443927987784,0.02683884010919637,7,MLPClassifier,,,,,,,0.01,"(16,)"
2.3712106227874754,0.7077724989160775,0.00627741813659668,0.003561769976919025,,,"{'alpha': 0.01, 'hidden_layer_sizes': (32,)}",0.9143743308772593,0.948335765408936,0.9332649806334018,0.969543316765539,0.9912219912219912,0.9513480769814254,0.026922578194453737,1,MLPClassifier,,,,,,,0.01,"(32,)"
2.337308740615845,0.8404265392412268,0.003308677673339844,0.0006360624064440212,,,"{'alpha': 0.01, 'hidden_layer_sizes': (64,)}",0.911226996430468,0.9385067607289829,0.9332907299830119,0.9779683273328068,0.9732617177061621,0.9468509064362862,0.025252290796343602,4,MLPClassifier,,,,,,,0.01,"(64,)"
0.057668018341064456,0.01859327538673461,0.005424308776855469,0.0034131852745442485,,l1,"{'alpha': 0.0001, 'penalty': 'l1'}",0.8353655604931643,0.9176214931770487,0.8716462744240522,0.9346586746586746,0.9427503052503052,0.9004084616006491,0.04079225335742518,1,Perceptron,,,,,,,0.0001,
0.023354482650756837,0.0022494441278819092,0.00263824462890625,0.00011570408200234277,,l2,"{'alpha': 0.0001, 'penalty': 'l2'}",0.831307026575907,0.8798632162568133,0.8428349597592747,0.9205315055315055,0.8907891657891658,0.8730651747825332,0.03246849125493533,2,Perceptron,,,,,,,0.0001,
0.049007320404052736,0.009365739991788944,0.004118013381958008,0.0014688743581225405,,l1,"{'alpha': 0.001, 'penalty': 'l1'}",0.8375920754832498,0.9096531930293162,0.8786085164540162,0.7933032064090305,0.9073313108463384,0.8652976604443902,0.044412207273683495,3,Perceptron,,,,,,,0.001,
0.015620994567871093,0.0007457386860039342,0.002661275863647461,0.0002098686175050144,,l2,"{'alpha': 0.001, 'penalty': 'l2'}",0.7677032087551429,0.8654240561696218,0.8079257994483554,0.7843424448542775,0.848859409281404,0.8148509837017605,0.03719099480039381,5,Perceptron,,,,,,,0.001,
0.03534512519836426,0.005870158526340633,0.003847026824951172,0.0014432151310095444,,l1,"{'alpha': 0.01, 'penalty': 'l1'}",0.7957163278534379,0.8508245734291751,0.8196043907155017,0.8091128520712632,0.8642352181508808,0.8278986724440518,0.02570348983972566,4,Perceptron,,,,,,,0.01,
